"Zone","Nyanza","Kabarondo (OSM)","Gikonko (OSM)","Muhororo (OSM)","Save (OSM)","Rwamagana (OSM)","Kayonza (OSM)","Musanze - Centre Nord","Nemba (OSM)","Katuna (OSM)","Karongi (OSM)","Huye (Butare) - Centre Sud","Gatsibo (OSM)","Byumba (OSM)","Kigali (OSM)","Gasabo (OSM)","Zone industrielle 17","Zone industrielle 3","Zone industrielle 4","Murindi (OSM)","Rilima (OSM)","Zone industrielle 18","Zone industrielle 19","Ramiro (OSM)","Ngoma (OSM)","Kibaya (OSM)","Gikoro (OSM)","Gahengeri (OSM)","Nzige (OSM)","Nyakabuye (OSM)","Miyove (OSM)","Musambira (OSM)","Ruhango (OSM)","Butamwa (OSM)","Gisagara (OSM)","Kigali - SEZ Masoro","Ruganda (OSM)","Nyacyonga (OSM)","Rukoli (OSM)","Rubavu - Centre Ouest","Zone industrielle 5","Zone industrielle 10","Zone industrielle 8","Rusizi - Centre Sud-Ouest","Rugaragara (OSM)","Rusizi (OSM)","Rwamagana","Rukara (OSM)","Musasa (OSM)","Kigali - Hub Central","Kigali - Marché Kimisagara","Sake (OSM)","Nyamagabe (OSM)","Nstinda (OSM)","Muhazi (OSM)","Nyamirama (OSM)","Ruramira (OSM)","Remera (OSM)","Kibungo (OSM)","Nyagatare (OSM)","Muhanga","Kigoma (OSM)","Rwabutazi (OSM)","Butezi (OSM)","Cumbati (OSM)","Gahara (OSM)","Rukomo (OSM)","Gatuna (OSM)","Zone industrielle 14","Kabaya (OSM)","Rukumberi (OSM)","Zone industrielle 16","Rugendabari (OSM)","Nyagasambu (OSM)","Nyakarambi (OSM)","Buhanda (OSM)","Frontière Bugarama (Burundi)","Frontière Rubavu/Goma (RDC)","Ruhango (OSM)_1","Karondo (OSM)","Kajevuba (OSM)","Ntunga (OSM)","Kibuye (OSM)","Masaka (OSM)","Cyamutara (OSM)","Frontière Gatuna (Ouganda)","Kadobogo (OSM)","Gatsata / Karuruma (OSM)","Kabuga Ka Musha (OSM)","Runda (OSM)","Ruhondo (OSM)","Mukamira (OSM)","Zone industrielle 13","Zone industrielle 15","Ngarama (OSM)","Rushashi (OSM)","Bugarama (OSM)","Kigoma (OSM)_1","Mugina (OSM)","Gitwe (OSM)","Carrier (OSM)","Bugesera SEZ (Agro-industrie)","Rusine (OSM)","Ngororero (OSM)","Idigiri (OSM)","Zone industrielle 1","Rwafandi (OSM)","Rusumo (OSM)","Karengera (OSM)","Kaduha (OSM)","Zone industrielle 2","Marenge (OSM)","Kabuga (OSM)","Kayumbo Centre (OSM)","Kinigi (OSM)","Cyunuzi (OSM)","Rubona (OSM)","Frontière Kagitumba (Ouganda)","Base (OSM)","Frontière Rusumo (Tanzanie)"
"Musambira (OSM)",0.0451267432830696,0.019920863777261,0.0409415706132443,0.0369892873489559,0.036106157886423,0.0304565188491179,0.022627415912571,0.0302313262867738,0.0295760685913335,0.0271126770804202,0.0304330109445319,0.0558559475738886,0.0163039344819912,0.0369325860608054,0.0776840994444477,0.055149118366243,0.0574507906955078,0.0687447144099808,0.0737815108520316,0.0559572580037138,0.0274790222512679,0.0272285551146565,0.0260188488337515,0.0312031771341008,0.0165182380434405,0.0169471291490489,0.0311845266499933,0.0409389402484448,0.0313371083977034,0.0102809562622865,0.0257071067472942,0,0.105991805167774,0.0737396905186078,0.0277458315395041,0.214433802265438,0.0379827675641192,0.0822300053364108,0.0277864931441816,0.0211520427598325,0.0124338565786783,0.0134849963821361,0.00867547911279386,0.0141645838308695,0.00955969082157682,0.0121250745532571,0.021567366806084,0.0193392576557116,0.0397805629252937,1.06511662579641,0.111366669527886,0.0193114421192329,0.0267610901809444,0.025976914243875,0.0243400746841533,0.0225256644505136,0.0219317632304913,0.0187877634784928,0.0179347582223839,0.0146409911600233,0.211487400289726,0.0668173532903749,0.014756870842617,0.0140249036249718,0.0135303142385199,0.0144377967397571,0.0357857950284394,0.0259129528541392,0.05235164990481,0.0285358258587895,0.0218772267204202,0.00961329579216402,0.0760702084115162,0.034939018525458,0.0139910148330183,0.0628983755492258,0.00969300752651654,0.0434846157952339,0.094543532402906,0.0388220914521715,0.0577867238831563,0.031115660742119,0.0299970850729445,0.0513747236610793,0.0541850501325559,0.0426363833877691,0.040177444325071,0.0861353076050918,0.032799123843619,0.140515044056065,0.0209565481543218,0.0205068818630046,0.00752673470508856,0.0228446388943036,0.0197358666232276,0.0306538184847953,0.00927085776380179,0.0376394413685895,0.0418915886033065,0.0646338895430188,0.052122422213274,0.0621732593339716,0.0668238874482648,0.0474525189384287,0.0493744266584226,0.0181798856470012,0.0458810849942471,0.0410914410906873,0.011493466600154,0.0310323580113001,0.0199865333050142,0.0518750632731361,0.0509074938213806,0.0315387676460334,0.0182760733739601,0.0153520977794634,0.037129452475609,0.0147821737007466,0.0334262062895331,0.022785766473598
"Ruhango (OSM)",0.207497834979244,0.0151874933128649,0.0922739789813087,0.0815497748403686,0.0770431115951153,0.0214190809914469,0.016735174024855,0.0269765886430572,0.0205893177992327,0.0193872193166706,0.0275122359223429,0.104814008466836,0.0129538877795669,0.0245993897190083,0.0394419395402752,0.0307382334876588,0.0310894711831217,0.0333346129690518,0.0339839562833598,0.0309938364197714,0.0281474448362525,0.0340099176855991,0.0352903043880804,0.0366052006811486,0.0166919885821973,0.0147103023701588,0.0211895176351653,0.025448825671649,0.0212538062897896,0.0116739099848562,0.01841251863712,0.105646334815825,0,0.0367537587130899,0.047341350655883,0.105274450600955,0.0242190916406007,0.0388108518571366,0.0195915525006967,0.0199876254304394,0.0115993440397629,0.0125294700720213,0.00987258767666072,0.0163087158662893,0.0107415466925849,0.0137919918317354,0.0158410467737704,0.014905770063297,0.0262649068400966,0.467002060755056,0.0435303106664598,0.0213931436888013,0.0456914529629561,0.0185494057560973,0.0176778513309526,0.0167390658578038,0.0163896336071227,0.0148166326416799,0.0154378340603747,0.0118697521880855,0.147930957396445,0.405809171038338,0.0138809255168548,0.0141656148440485,0.0145074703585263,0.0155528669609505,0.0232798822697994,0.0185158449837187,0.0276233040557942,0.025899352838957,0.0245782008834575,0.00798568646546927,0.0616592604136277,0.0228885990121253,0.0124094005191547,0.112767071191234,0.0108759199804302,0.0405447724640294,9.17798500238863,0.0245731903468759,0.0315381170973382,0.0212455889091515,0.027144408960877,0.0295649638957963,0.0304138547486552,0.0323841111508825,0.0251490069086127,0.0393397563942527,0.0220541739031885,0.0495996758377903,0.0157842191327124,0.0190534118401123,0.00848539906767656,0.0390155290012266,0.0150767797617976,0.0213258347840977,0.0103866564048026,0.0243086016506667,0.0258380856118423,0.160380881507166,0.0298963560039034,0.0516003779903577,0.0346877975576377,0.0410825600562113,0.0287240179426235,0.013535328625817,0.0275296194259184,0.025510810297481,0.0131907331560788,0.0399995235653712,0.0161939536908211,0.0302452312468497,0.0298024698914344,0.0428551054920557,0.0164743203407481,0.0134824953209508,0.080212880207405,0.0122574484774033,0.022187846010992,0.020104348780609
"Butamwa (OSM)",0.020921330323978,0.026124230823788,0.0232039259335677,0.0212841877023386,0.021023385070082,0.0439918626329268,0.0309183204557606,0.0322556264946133,0.0324265607611314,0.0312214060780151,0.0191259617010047,0.0344424735804886,0.0179154779250774,0.0440717493436444,0.217183848222878,0.128208045770166,0.224799537421565,0.274651334901822,0.285034838600496,0.132249247464293,0.0504767556283714,0.055857207218338,0.0519665186258944,0.0634574268961181,0.0213208699181778,0.0211091281948228,0.0483400255296915,0.0745569998296088,0.048737067502715,0.00844232068886634,0.029697006606499,0.0736272018159549,0.0367813397322272,0,0.0194291530982781,0.387053359306993,0.043041173007721,0.128237274798815,0.0405331524837442,0.0172019143683318,0.00989309929231723,0.00979789756370112,0.00697824867195718,0.0113897275838345,0.00795332504474332,0.00981715773892559,0.0296063134719023,0.0249269551342742,0.0273813719760329,2.54825853252096,0.411314045871367,0.0294031328179971,0.0173175739561802,0.037319874057883,0.0341167481264101,0.0305008195439085,0.0294867156366786,0.0241553343235833,0.0227735692148332,0.0158883522242622,0.0387940505343032,0.0296075677725964,0.0179650785754973,0.0173924039885756,0.0178984165465,0.0194859105943216,0.0437223416000328,0.0299766863812631,0.123065172974901,0.0180698375471424,0.0355398276832674,0.0113475034938695,0.0312748352798068,0.0576929054397944,0.0168682651936915,0.0285414181309428,0.00793886036986423,0.034387704608526,0.0344264128870315,0.0682675278227545,0.0797929494923603,0.0477230002143805,0.0189132332262316,0.110080914745516,0.0731926398099727,0.0472663359001241,0.0503077039403467,0.139042864763964,0.0515728265960784,0.0977452594230349,0.0224676674960654,0.0160249061251456,0.00612323633997287,0.0165295363353789,0.0220371041672491,0.0338021017488082,0.00774724272938791,0.0460743652547205,0.0529699724604459,0.0289312461827423,0.0691705277425728,0.138903888919848,0.0957773250666999,0.0249336126348803,0.0649732636533762,0.0194885808361637,0.0590232855969844,0.0517366144613549,0.00927937861619952,0.0192582935484079,0.0213283372798561,0.067765458401257,0.103836852280961,0.0630889722736427,0.0193398103700932,0.0188317403536529,0.0214926330029414,0.0157477263644316,0.0373347680914161,0.0271338722782178
"Gisagara (OSM)",0.0482974268868533,0.0122480327517846,0.179517502061155,0.18796709542251,0.217381640877258,0.0146020866662738,0.0118532097161679,0.0175342429530909,0.0128693755118914,0.0124397184845137,0.01544543400747,0.603186261621892,0.00926949206905536,0.014806810797516,0.0211009264360964,0.0174883759307275,0.0210930884341208,0.0172506987829385,0.0170218606824361,0.0178096035344081,0.0223918379008525,0.0250667820900527,0.0257238801034636,0.0275912580504769,0.0143813566811871,0.0129342868771682,0.0139948859607041,0.015744375728036,0.0146471246401469,0.0134863547787181,0.0118055688234825,0.0277210883094017,0.0473670101746669,0.0194268764520693,0,0.0496936503086311,0.0140023807115059,0.0183252252962556,0.0155468126157512,0.0139281549666935,0.00784385139180845,0.00828388840316006,0.0115478744215329,0.0192207079908344,0.0122548043439171,0.0161042373690789,0.0111701843344692,0.0109782923156719,0.0147077396989296,0.211712012409319,0.0174053728424386,0.017771165049235,0.0840581578498186,0.0127484014137042,0.0123250015859378,0.011916370465918,0.0118043942147424,0.0129842592984936,0.0134628499641863,0.00869787644177281,0.0249901839069809,0.0635398423765628,0.0122441881828404,0.0124662841319124,0.0127341110433715,0.0135397194699656,0.0136849881587217,0.0118438473692599,0.0148484274755119,0.0145650741352038,0.0199425218961322,0.00722126549378916,0.0222893759218909,0.0147005116969391,0.0110762695218718,0.0340849905470657,0.0125006161876424,0.0271013634509473,0.0472763768826909,0.0153955174944466,0.0162651854474381,0.0140933849107901,0.0152913441970766,0.0173930589990693,0.0159853740908573,0.022006534273548,0.014325606795859,0.0182485391098818,0.0144567702014113,0.0204008328547434,0.0106480300073391,0.0120658525784618,0.00981260311800022,0.090510065989217,0.010327387574484,0.0130800239985852,0.0118031288454924,0.0142146563764705,0.0145481418429787,0.0382311680651615,0.0159548695959497,0.0405086529383085,0.0173235429043804,0.0189211036545061,0.0154818608227014,0.00876374801121335,0.0151813160964379,0.0144373145275698,0.0154815401596601,0.0328277847338563,0.0105649300842208,0.0163379167084269,0.0177349749271287,0.0313316129588999,0.0111050004329278,0.0119363906573117,0.14703372909376,0.0092840443427855,0.0132671996903609,0.0179972756078733
"Kigali - SEZ Masoro",0.0631941430239122,0.0935519145436709,0.0676503353758217,0.0581850510973032,0.0587149159059772,0.204870803828424,0.117648382406163,0.0978402084114123,0.107287275886641,0.130120309747715,0.0534118449099229,0.0933659732299476,0.0579805465356149,0.220700652374674,2.6073272728324,1.35035221162032,0.791484324247,1.3975593249458,2.05060349707346,1.28166076774503,0.170910336684595,0.268704883384682,0.256808182618165,0.159031763787102,0.0679956477271518,0.0717125910675125,0.224218065538145,0.440934205802938,0.226792296143064,0.0198461608776972,0.117601738917687,0.238204880181443,0.110804219185138,0.450217556921732,0.0489741208965193,0,0.145962853881193,1.61247751815318,0.174853560265874,0.045125803210031,0.0592103485106234,0.0585605273683599,0.0346147408272119,0.028075979833039,0.0185996694564482,0.0259501216651486,0.11793938271902,0.0893529488176863,0.0786220229954822,15.3499749009415,1.46391215863538,0.0760963874639397,0.0458900638443261,0.15330163517646,0.135011323280726,0.116839063891189,0.111252457151242,0.084732355694145,0.078341268800146,0.0495618503803436,0.117314920156105,0.0856346167201932,0.0567736154646173,0.0524014280563914,0.0483029739573965,0.0501140024832573,0.20949225722804,0.11911506805404,6.43191863001887,0.0481992237807451,0.092595973836745,0.0754512942143347,0.0900945791846535,0.292385486083663,0.0520823674931703,0.0812642706114513,0.0271365711545293,0.127112719347049,0.100343210823716,0.381619073273175,0.58283055830886,0.221722687817668,0.052664459291284,0.883744181314678,0.496402374998277,0.210624688140667,0.261412834092192,1.07789056687544,0.249005957617967,0.311834727672294,0.0664773510941168,0.044200338795625,0.0332640986694652,0.0904467518922381,0.0773754620764134,0.111201444915661,0.0179502010687301,0.230009735594705,0.284117280120758,0.0825249729119074,0.449279255621236,0.654678925478438,0.834292388516796,0.0715224187124357,0.401352906137275,0.126691678382356,0.341302704972667,0.273375639365826,0.0230421950416509,0.0538333187693047,0.101534713221275,0.438014547982006,0.796069099148702,0.163402765659844,0.0576685693240373,0.0609455267884997,0.0601124931515999,0.0679511663343727,0.124197367820184,0.111306145204422
"Ruganda (OSM)",0.014565332981267,0.0168169998186365,0.0171702363474442,0.0160696404629832,0.0158930207328762,0.0238586384827437,0.0187849012798647,0.0574514671028117,0.0850961533678156,0.0286358837816481,0.0147461273015986,0.0265886510297036,0.0156374855854211,0.0418885464759832,0.0498146470830713,0.0386282153150557,0.0374620948728029,0.0423822378730049,0.0439147633518249,0.0390547358935319,0.0220872999552539,0.0202023518953696,0.0194042412053415,0.0242865786855553,0.0142735580796935,0.0145235270607235,0.0245963097452197,0.0306794547063628,0.0246996053873026,0.00740520467453574,0.0493108880112694,0.0376583108285383,0.024122686122093,0.042677486319446,0.0139937543236714,0.133720590170227,0,0.0516521847151901,0.0222997321005995,0.0231740905964721,0.0131539493462391,0.012986573888168,0.00587229700950452,0.00981875213674857,0.00701761482363565,0.00835725279909359,0.0176753866128706,0.0163236068042526,0.0939466146959078,0.621429234700042,0.063373286712628,0.0162526816707448,0.0136398229674405,0.0211289812609394,0.0199939308250328,0.0186641731253747,0.0182487306073728,0.0159535422573727,0.0153130502756958,0.0140724000601467,0.0231840622542127,0.0206323338113028,0.012899685013015,0.0123238286602457,0.0118623068217046,0.0125669502707982,0.0337013842201714,0.0278841502785226,0.0339451177164603,0.0193195951254301,0.018095203508434,0.00817669520400698,0.0237825122172777,0.0270142423368919,0.0123075531326353,0.020077555682241,0.00672164303833991,0.0465950497988581,0.022984861101741,0.0294093049328454,0.0400109896378994,0.0245108063935145,0.0146141698423088,0.0365904468264847,0.0381169132877867,0.0431547860358041,0.032155398392567,0.0532835484828408,0.025598060138772,0.0436526906373522,0.0424063669263315,0.0242733828511528,0.00517759567409679,0.0107101493184733,0.0188385817126335,0.304094394873737,0.00685945845621659,0.0291161969419492,0.0318503867628622,0.0202788979369494,0.0378172748772208,0.045472022885408,0.0445401513364923,0.0235912431516425,0.0362827264485777,0.03630873388121,0.0342171918588435,0.03175575105371,0.00801692394223432,0.0148221569661212,0.0379716914786507,0.0429158747925193,0.0362739000285102,0.0244378088603162,0.031356395850971,0.0133499640619081,0.016179586620821,0.0137238892555006,0.128904840943602,0.0193478517375271
"Nyacyonga (OSM)",0.0217194705349232,0.0275222302252183,0.0238492209960433,0.0219542911344815,0.0216543702138643,0.0471574759572658,0.0329249402238287,0.036365537209811,0.0387171085119911,0.050788864461773,0.0195714955839294,0.035369902835476,0.0237033692702279,0.0854379367115396,0.291507110374555,0.164459344521619,0.114793211892688,0.182930584527685,0.224339742463591,0.170942383761738,0.0430666717052955,0.0385091639529525,0.0363583081538108,0.0443492997372468,0.0215057203034175,0.0219198703207158,0.0533097981121324,0.0867244177094142,0.0538076310353085,0.00852642345861278,0.0489013029147397,0.0818072404643654,0.0387582692268248,0.127695053489736,0.0183150645116895,1.28715038346751,0.0520174640963763,0,0.0438596764202926,0.0184142854695144,0.010549011562057,0.0104407017934749,0.0069925526803067,0.0114951875160396,0.00802309339642724,0.00985370000985322,0.031484729735068,0.0261010795938538,0.0285089670775989,4.32283112864658,0.554243418862656,0.0240316956004626,0.0177453973144785,0.0402824570726264,0.0365774714160168,0.0323594866664372,0.031235009370554,0.0253060626617503,0.0237855708127338,0.020377693211404,0.041811988866105,0.0309138703192852,0.0185940388233441,0.0174484043989749,0.0163356683847355,0.0168938284320401,0.0960735864251575,0.0496739080596939,0.183008020846972,0.0185394175488376,0.0281000013112705,0.011550266281564,0.0327946447402939,0.0649208053059729,0.0174265167031656,0.0297949539983916,0.00794104232500758,0.0368002684946864,0.0362845475408521,0.078442916378256,0.505237669529813,0.0523971234331696,0.0193559211943328,0.136155191560725,0.356764445063492,0.0654592920259736,0.128848373991033,1.42679123637489,0.0570456429013059,0.113131414812823,0.0255881010262582,0.0175571046750584,0.00612955000006851,0.0145779550419248,0.0314376034637021,0.0389715005356468,0.0078156528363496,0.102561739735298,0.145050589868836,0.0302209464836698,0.282168729781818,0.0914574019027854,1.12169816935281,0.02578720344252,0.244411840653073,0.0221275470448277,0.183865652334885,0.137523610915742,0.00936319345619387,0.0197385330169198,0.0240150916451762,0.240642854586528,0.125474157326106,0.0443985280905545,0.0214403908443786,0.0195179278583548,0.0221300822112287,0.0189360388168746,0.0464858302836418,0.0277115670919963
"Rukoli (OSM)",0.0139084825879709,0.0322034048291732,0.016581812616619,0.0153618190112027,0.0152347497506482,0.0596813579189143,0.0397146417268597,0.0218474083629955,0.0192388833368619,0.0205653578933079,0.0130136078960373,0.0255772705499761,0.0206515657683742,0.0263476552769324,0.0677373966769702,0.0651669066272736,0.0441429169062058,0.0457680132943153,0.0485735027485311,0.0770549005486876,0.0657402007930728,0.0380322931360626,0.0359305709152518,0.0437181572187562,0.0318127028956847,0.0269585127099949,0.061494970349523,0.0707442451864748,0.145062670295017,0.00704432622043094,0.0195681209680034,0.0277352214054612,0.0195849179871876,0.0404610433671149,0.0155434625374778,0.160011322978665,0.0223673879152825,0.0438807761751454,0,0.0134256101374917,0.00749004918449192,0.00743275400977225,0.00569117340392612,0.00934394509870571,0.00670280996966103,0.00807389827082027,0.036625502291305,0.0301931218304883,0.0162982404979799,0.517898040668675,0.0506012655904175,0.0296574693785743,0.013147917907341,0.0505908467163223,0.0450145562094908,0.0387830841539779,0.0372321521411144,0.032298943847758,0.0299030024278056,0.0144829801996599,0.0179319455969992,0.0194777787044025,0.0222622232543653,0.0206560948804949,0.0204966209083473,0.0225859749111474,0.0251415489594123,0.0196869445732742,0.055652215827974,0.0123807551653122,0.0359461331434972,0.0126522925192364,0.0176419549303902,0.0552189981364924,0.0206414402141804,0.0166997212129409,0.00655843012030732,0.0258593611543654,0.0186540967447502,0.0649808215503156,0.0349990216889988,0.0671379470670001,0.0128958400126438,0.0889412913984048,0.033605041107104,0.0339061660385089,0.0273296693022123,0.0427972868545686,0.0662436886586927,0.0304698971488776,0.0149463232438078,0.0117425579219353,0.00503495517647968,0.0128212967399725,0.0164081068905156,0.0196220139848386,0.00655299837206951,0.0262521475562767,0.0281451765311438,0.0168384360750048,0.0329046602884056,0.150082176507911,0.0387342454442834,0.0154880054036743,0.0315682089204191,0.0124431396206958,0.0301001615663551,0.0277605869212724,0.0076356835041196,0.013018885037497,0.0140470695660145,0.0331545085543318,0.0971074198245626,0.0368351575963891,0.01359149662275,0.0235692610412384,0.0155297245442097,0.0172647418096129,0.0206072800408435,0.0324791501246911
"Rubavu - Centre Ouest",0.012897149436574,0.0116664145573286,0.0162219647785187,0.015244377353885,0.0151476668444664,0.0144668701029201,0.01229554607127,0.0799269629748012,0.0352228146864974,0.0183528284459791,0.0341565351760947,0.0259438724148333,0.0125109023837855,0.0211929142540433,0.019044641761003,0.0164158592072192,0.0154093603365847,0.0149209511462606,0.014481033979824,0.0164643008857873,0.0133944540643126,0.011083141623438,0.0107935621584685,0.0139814833913604,0.0106994087267026,0.0109337429189621,0.013904314376434,0.0151142885186568,0.0139181902044546,0.0131187947903507,0.0222994836270644,0.0211303495425318,0.019977019022142,0.017205669486273,0.0139454665802179,0.0472619264485839,0.0231822960316314,0.0184120127803909,0.0134399112838637,0,1.40846892717129,0.588058643844373,0.0106607602424659,0.0177986475170229,0.0122541115903767,0.015041685290906,0.0114749351673556,0.0118468672915259,0.0218576899593098,0.20276029221451,0.0160339869292079,0.0114511368178991,0.0154529085049818,0.0129813872955114,0.0126600561614077,0.0123553892869051,0.0122026508122872,0.0114044586445442,0.0111684167155056,0.0117589699702591,0.0180864808775004,0.0180361233017616,0.0101368886324352,0.00987828599347171,0.00966856945262877,0.0100018233220434,0.0182491549708268,0.0176515252871034,0.0131094540541663,0.0583996991555958,0.0120771513079827,0.00667806670403238,0.0295550495877672,0.0143977977083337,0.00985459981889939,0.020727417736635,0.0119923731925025,290.654760967374,0.0192108524560382,0.0148778340445975,0.0178243825183699,0.0139918820514193,0.0337488977290748,0.0162226646506345,0.0181605675705174,0.0317362649905449,0.0178931018455854,0.018412749267971,0.0142530108678372,0.017446521713432,0.0394661985477963,0.112964942140026,0.0092860950601862,0.010457811882376,0.0138905697811596,0.0272326083661292,0.0119190728419202,0.0173185186287824,0.0177190210522685,0.0197142153122545,0.0183399084491133,0.0237710813435461,0.0185516768311155,0.038217896665906,0.0178908366920082,0.0374392057894712,0.0175914793976806,0.0177867241529532,0.0144689115662438,0.0199221159190237,0.0451332204289607,0.0196126442448453,0.016504262009103,0.0141749403069771,0.0474300808984128,0.0103411775215926,0.0153915769016527,0.0122515488501952,0.0288651504281293,0.0154445637018196
"Zone industrielle 5",0.00657613953990118,0.00490207331978416,0.00801800499440329,0.006808966486859,0.00702460589651047,0.00744665885597745,0.00520747209022287,0.0486138705781552,0.0201388480030323,0.00929251875311175,0.0201748416250934,0.0115733013036281,0.00532191490249589,0.0119707694478945,0.0104897059561806,0.00752112165992245,0.0147886655815211,0.0186696820697526,0.0206048978413119,0.00753681024925172,0.00601642966897561,0.0142739446635363,0.0142919636396223,0.00637937922297248,0.00437349297893527,0.00472188257853536,0.00613123107798695,0.00673686509760668,0.00612471977656003,0.00574298365760923,0.0108940226409488,0.0107237464875219,0.00990542521834927,0.00827714629751313,0.00636111690065404,0.0557894088443312,0.0114019899634691,0.0088876060533606,0.00602594080307903,1.80779706881564,0,1.35164405948897,0.0136089238855092,0.00842846682087173,0.00531501101666763,0.00795876519733345,0.00516496755748968,0.00519552570175504,0.0108650112948949,0.11335030122984,0.00913383136432478,0.00476303721966407,0.00706229125068599,0.00557341066769417,0.00540209314477792,0.00538749793397779,0.00527524662373818,0.00483852205363515,0.00472035261884122,0.00492424601084695,0.00884535639919817,0.00853673778493231,0.00411550326866267,0.00398504347265015,0.00388905443270086,0.00407124216225491,0.00853401101109566,0.00816389005822936,0.019456208211952,0.0338051302249894,0.00509186001505341,0.00880360284762224,0.0152789131420085,0.00634200592139383,0.00394317551510285,0.0102054194435183,0.00850065848537992,3.90612804844241,0.0090604872772589,0.00660612852026991,0.00826259759062011,0.00632618806686552,0.019834540117068,0.00752883550680693,0.00852082391834052,0.0223899269059459,0.0083203613036306,0.00862245849799981,0.00648177601787159,0.00812153684324713,0.0215189262041422,0.0697590155911143,0.0132048116913052,0.0149393114381433,0.00609476694821488,0.0144016428243014,0.00509061255048157,0.00835940645033387,0.00820878144075123,0.00958754957652584,0.00883695636321576,0.026143193993407,0.00901052917907817,0.0216901693947854,0.00835692635926898,0.0630316195667937,0.00830856915188938,0.00824107829424825,0.00693557410777231,0.0103407975658262,0.0520854374500019,0.0102397904542666,0.00816992812338043,0.00677099008071381,0.0287419681427375,0.00428716162220325,0.0071420356585288,0.00933657527931939,0.0151325133682694,0.0104826111448669
"Zone industrielle 10",0.0071167497977249,0.00486440491048386,0.00859958532840295,0.00729352473368427,0.00752049460529204,0.00738148705166894,0.00516529898168695,0.0472112012378105,0.0197306382583388,0.00918707025314758,0.0239716738127754,0.0123477166882013,0.00527809343505283,0.0118226196697105,0.0103717220634639,0.00744140881854872,0.0146282714187928,0.0184557851202759,0.0203643413109069,0.00745666046668913,0.00596438672416116,0.0141910441254349,0.0146629430658709,0.00632204753121841,0.00434251784745993,0.00468841446095031,0.0060756382066903,0.00667053796899765,0.00606908097132725,0.00616529335493875,0.0107411041919803,0.0117517418157368,0.0108090518828261,0.00818704232629756,0.00676715658719528,0.0551592947547904,0.0112361965815273,0.00878407577981069,0.00597358755404639,0.731001327646873,1.35164405948897,0,0.0146332902062082,0.00911601639205722,0.00567789703401152,0.0085770116421547,0.0051226025825979,0.00515566038193458,0.0107153587176315,0.112001715115646,0.00902110849043098,0.00472701195183905,0.00767671435307423,0.00552587443162125,0.00535710754016492,0.00534416023482494,0.00523321661533682,0.00480237100491532,0.00468581017231647,0.00488603774091551,0.0098943865662448,0.009248882788754,0.00408792422910144,0.00395900805917836,0.00386419992936456,0.00404437795917692,0.00843412263498853,0.0080710784863178,0.0192426321271771,0.032743012180292,0.00505132514683615,0.00874870442761172,0.0150041841702392,0.00628234676448489,0.00391740081502803,0.0114037359987887,0.00904510783515361,1.76998067677556,0.00987181767433122,0.00654204161592776,0.00816781980079536,0.00626905966266922,0.0235382571442281,0.00745043837603467,0.00842171886629671,0.0221845050156123,0.00822467208024328,0.00852067917933507,0.00642224872397557,0.00877983804251686,0.0210251967762061,0.066191908782865,0.0141284279411512,0.0159077035368939,0.00603944919234137,0.0141645070675255,0.00542956040381856,0.00826793575167226,0.00811516206973755,0.0106572245632528,0.00873434326864135,0.0258983432122856,0.00890505352847338,0.0212151016697168,0.00826101079557175,0.0614620773592425,0.00821527689370586,0.00814673061046117,0.00748995330331815,0.0114849122087715,0.0507269907995926,0.010116522319761,0.00808543198268982,0.00694425671839096,0.0279984976603144,0.00425788829815807,0.00764909476415645,0.00927557581679534,0.0148653971863673,0.0104187718625772
