"osm_id","name","road_type","surface","length_km","speed_kmh","cost_per_tkm","volume_tonnes","classe_trafic","volume_camionnette","volume_camion_moyen","volume_camion_lourd","part_camion_lourd","vol_t_Agriculture","vol_t_Mines","vol_t_Agro_industrie","vol_t_Industrie","vol_t_Construction","vol_t_Commerce","vol_t_Transport","vol_t_Services"
"25796139",NA,"trunk","paved",0.0401889116136912,60,0.0611715486099422,43529.2937929665,"Élevé",0,0,43529.2937929665,100,5989.30662756536,4905.94772416642,10927.039026563,6215.16245121212,3939.52973901743,8776.87811511213,1723.19382485217,1052.23628447785
"25796139",NA,"trunk","paved",0.525136405535333,54,0.064259173592919,43529.2937929665,"Élevé",0,0,43529.2937929665,100,5989.30662756536,4905.94772416642,10927.039026563,6215.16245121212,3939.52973901743,8776.87811511213,1723.19382485217,1052.23628447785
"25796142",NA,"trunk","paved",0.0454845315506034,60,0.0665,16758.4916010127,"Moyen",0,0,16758.4916010127,100,4058.64795318109,797.551626987206,3512.19477597233,1197.48884696336,3548.5673568219,3143.77275780968,317.356792153616,182.9114911235
"25796144",NA,"primary","paved",0.00684378871326564,54,0.0649938902839442,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796144",NA,"primary","paved",4.29808398878103,60,0.0610540387180456,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796144",NA,"primary","paved",0.857006197904617,54,0.0637565308482896,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796144",NA,"primary","paved",0.892984126197396,54,0.0637397173800994,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796144",NA,"primary","paved",0.962315669749086,60,0.0606666666666667,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796144",NA,"primary","paved",1.36577898961331,45,0.0691914738094131,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796146",NA,"trunk","paved",0.075264210522358,54,0.0688148148148148,6699.34860740634,"Moyen",0,0,6699.34860740634,100,245.453913259565,1279.26041596096,1241.33967424398,2499.55251380194,637.170242136687,560.387753335541,198.948023110222,37.2360715574436
"25796166","KN 4 Avenue","tertiary","paved",0.658654321052043,45,0.0734444444444445,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796180","KG 4 Avenue","secondary","paved",0.377497954462605,45,0.0734444444444445,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796197","Avenue KN 4","secondary","paved",0.0549275454728221,45,0.0734444444444445,357461.275058469,"Très élevé",0,0,357461.275058469,100,12611.4834041929,21605.9191130941,114901.32289158,97219.0664387667,39752.2212294506,50756.6501419785,15704.0032852181,4910.6085541878
"25796202","Rurama Loop","tertiary","unpaved",0.491413683681058,22.5,0.110460011841224,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796202","Rurama Loop","tertiary","unpaved",4.23879947985649,25,0.104533333333333,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796206",NA,"secondary","unpaved",0.0163965839104023,30,0.111500143123786,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796206",NA,"secondary","unpaved",0.0120584355769415,30,0.1102,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796206",NA,"secondary","unpaved",0.00832080930923101,27,0.11482962962963,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796208",NA,"secondary","paved",1.25484653188135,50,0.0706666666666667,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796208",NA,"secondary","paved",0.189851209324137,50,0.0706666666666667,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796209",NA,"trunk","paved",0.0277213586031945,45,0.0734444444444444,24650.2361226603,"Moyen",0,0,24650.2361226603,100,9013.52926747772,884.744243880569,8298.65137325154,2427.63969074493,1016.72949578469,2695.10864039379,261.627138239123,52.2062728879255
"25796222","KN 41 Street","secondary","paved",1.17952050791844,45,0.0734444444444444,42788.535164174,"Élevé",0,0,42788.535164174,100,1123.07814049505,3279.92623121965,11061.5650660707,15949.126738736,5596.14549365997,4167.24409274764,1381.68128479769,229.768116447318
"25796229","KN 3 Road","trunk","paved",0.0247090549628095,54,0.0713512185799881,17979.0363970346,"Moyen",0,0,17979.0363970346,100,660.793114084366,3920.72546363241,3667.44837296649,6251.11246736709,1376.4895949869,1405.22369032228,566.923960913638,130.319732761463
"25796236","KN 3 Avenue","secondary","paved",0.0582126200134921,45,0.0734444444444444,357461.275058469,"Très élevé",0,0,357461.275058469,100,12611.4834041929,21605.9191130941,114901.32289158,97219.0664387667,39752.2212294506,50756.6501419785,15704.0032852181,4910.6085541878
"25796238","Avenue KN 6","secondary","paved",0.0262468124330668,45,0.0754082152260306,36089.1865567677,"Élevé",0,0,36089.1865567677,100,877.624227235488,2000.66581525869,9820.22539182673,13449.574224934,4958.97525152328,3606.8563394121,1182.73326168747,192.532044889875
"25796250",NA,"secondary","paved",4.46986125483931,37.5,0.0706666666666667,1295.81880729851,"Faible",0,0,1295.81880729851,100,3.12091466860946,426.784697881544,120.810434834361,658.883503500671,19.1634164601069,29.3118215424658,33.0846055451731,4.65941286558193
"25796250",NA,"secondary","paved",3.94802035878444,50,0.064,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796250",NA,"secondary","paved",2.13610275256034,50,0.0650073417159835,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796250",NA,"secondary","paved",0.139751213366787,45,0.074715451709345,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796251","Avenue KN 4","secondary","paved",0.0320408249917353,37.5,0.0826506901841672,172578.145444449,"Très élevé",0,0,172578.145444449,100,7761.94822789291,10403.2604387163,61366.2341325203,36761.7456023061,17639.2345179993,27882.5655414501,7982.30731246715,2780.84967109713
"25796261",NA,"trunk","paved",0.0443909902568112,60,0.0667075691758351,3629.29123172861,"Faible",0,0,3629.29123172861,100,407.71741451915,376.1907385518,1011.58068646412,522.11644555047,272.583972483363,768.053045878159,169.558508982788,101.490419298758
"25796262","KN 3 Avenue","secondary","paved",0.191525676009649,45,0.0734444444444445,357461.275058469,"Très élevé",0,0,357461.275058469,100,12611.4834041929,21605.9191130941,114901.32289158,97219.0664387667,39752.2212294506,50756.6501419785,15704.0032852181,4910.6085541878
"25796264","Place de l'Indépendance","secondary","paved",0.02731669691781,50,0.0708568923966136,357461.275058469,"Très élevé",0,0,357461.275058469,100,12611.4834041929,21605.9191130941,114901.32289158,97219.0664387667,39752.2212294506,50756.6501419785,15704.0032852181,4910.6085541878
"25796267",NA,"tertiary","unpaved",1.24153353753055,25,0.104533333333333,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796272",NA,"secondary","gravel",0.518888225712701,35,0.09253570747521,3202.94364953819,"Faible",0,0,3202.94364953819,100,618.378607884641,214.575411739909,733.289974286542,374.301945837097,526.843940768161,630.921559751229,69.8965423783571,34.7356668922553
"25796275",NA,"trunk","paved",0.655918417151112,60,0.0606666666666667,13307.709759558,"Moyen",0,0,13307.709759558,100,1522.82323961298,1419.39539829714,3576.4492068288,1838.20197316953,1025.90648604589,2874.11854583712,636.051134805521,414.763774960971
"25796275",NA,"trunk","paved",0.170516448084879,60,0.0614397463746237,189909.165868804,"Très élevé",0,0,189909.165868804,100,46079.4748494357,2708.45011736217,32086.3859045657,7897.3408783794,76466.2519616381,22503.7847017783,1564.93250130816,602.544954335964
"25796275",NA,"trunk","paved",0.104200514633557,45,0.0692165712368173,189909.165868804,"Très élevé",0,0,189909.165868804,100,46079.4748494357,2708.45011736217,32086.3859045657,7897.3408783794,76466.2519616381,22503.7847017783,1564.93250130816,602.544954335964
"25796275",NA,"trunk","paved",1.61492827911135,54,0.0641614971579344,189909.165868804,"Très élevé",0,0,189909.165868804,100,46079.4748494357,2708.45011736217,32086.3859045657,7897.3408783794,76466.2519616381,22503.7847017783,1564.93250130816,602.544954335964
"25796275",NA,"trunk","paved",1.09627900668594,54,0.0639626427335788,149954.752056524,"Très élevé",0,0,149954.752056524,100,42806.0934678825,2327.87098818633,22249.7322517946,5632.46322968337,57278.6042407409,17946.9093963005,1186.75993309406,526.31854884175
"25796275",NA,"trunk","paved",0.276933496875928,60,0.0614113223609976,149954.752056524,"Très élevé",0,0,149954.752056524,100,42806.0934678825,2327.87098818633,22249.7322517946,5632.46322968337,57278.6042407409,17946.9093963005,1186.75993309406,526.31854884175
"25796275",NA,"trunk","paved",0.982126371079743,60,0.0606666666666667,149954.752056524,"Très élevé",0,0,149954.752056524,100,42806.0934678825,2327.87098818633,22249.7322517946,5632.46322968337,57278.6042407409,17946.9093963005,1186.75993309406,526.31854884175
"25796275",NA,"trunk","paved",1.06620047789969,60,0.0614463485619601,19709.4931246015,"Moyen",0,0,19709.4931246015,100,4368.5158329395,1020.03989772087,4453.80762591551,1524.8667595186,3598.61532307318,4034.71138325791,441.359160532231,267.577141643694
"25796275",NA,"trunk","paved",1.22772531947664,60,0.0606666666666667,19709.4931246015,"Moyen",0,0,19709.4931246015,100,4368.5158329395,1020.03989772087,4453.80762591551,1524.8667595186,3598.61532307318,4034.71138325791,441.359160532231,267.577141643694
"25796275",NA,"trunk","paved",3.1611575286695,54,0.0625185185185185,19709.4931246015,"Moyen",0,0,19709.4931246015,100,4368.5158329395,1020.03989772087,4453.80762591551,1524.8667595186,3598.61532307318,4034.71138325791,441.359160532231,267.577141643694
"25796275",NA,"trunk","paved",0.18347022141635,60,0.0606666666666667,19709.4931246015,"Moyen",0,0,19709.4931246015,100,4368.5158329395,1020.03989772087,4453.80762591551,1524.8667595186,3598.61532307318,4034.71138325791,441.359160532231,267.577141643694
"25796275",NA,"trunk","paved",0.837670072593485,54,0.0625185185185185,19709.4931246015,"Moyen",0,0,19709.4931246015,100,4368.5158329395,1020.03989772087,4453.80762591551,1524.8667595186,3598.61532307318,4034.71138325791,441.359160532231,267.577141643694
"25796280",NA,"unclassified","unpaved",0.862472425497717,20,0.115483887647798,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796281","Route KN 5","primary","paved",0.00892517547286161,54,0.0688148148148148,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796282","Avenue KN 3","secondary","paved",0.0580971850599016,50,0.0710730022723096,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.0450742230552001,54,0.0625185185185185,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.377475022095371,60,0.0606666666666667,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.817516760465651,54,0.0708876560726756,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.0411010996889855,60,0.0606666666666667,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.719423897360768,60,0.0606666666666667,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.250142254404035,60,0.0609916454391225,11663.2361318548,"Moyen",0,0,11663.2361318548,100,606.938145763594,601.120594386731,4094.17452362457,2181.55387072732,1252.75545211756,2163.0739890475,590.015716765722,173.603839421843
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.14284879775339,60,0.0609493209037904,92135.6277311891,"Élevé",0,0,92135.6277311891,100,10912.6651240034,886.256737452957,22637.4343268436,5582.93839433829,39047.9801124746,11814.5537931184,1032.66952670403,221.12971625378
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.188022550715167,60,0.0606666666666667,92091.6169532224,"Élevé",0,0,92091.6169532224,100,10947.592119631,891.835978989584,22589.5723916771,5553.62911682415,39052.3387990709,11815.614794584,1020.36122563178,220.672526813909
"25796288","Rwamagana-Kayonza Road","trunk","paved",0.690554974823207,60,0.0606666666666667,92091.6169532224,"Élevé",0,0,92091.6169532224,100,10947.592119631,891.835978989584,22589.5723916771,5553.62911682415,39052.3387990709,11815.614794584,1020.36122563178,220.672526813909
"25796291",NA,"secondary","paved",0.0430275377892742,37.5,0.079,0,"Aucun",0,0,0,0,0,0,0,0,0,0,0,0
