id_origine,id_destination,nom_origine,nom_destination,cout_usd,distance_km,temps_h,vehicule_depart,vehicule_arrivee,n_transbordements
1,86,Nyanza,Frontière Gatuna (Ouganda),8.858947669873082,187.4999692581161,4.991953510580851,camion_lourd,camion_lourd,0
1,87,Nyanza,Kadobogo (OSM),5.58365948875734,130.4336240381783,2.9571294002632365,camion_lourd,camion_lourd,0
1,88,Nyanza,Gatsata / Karuruma (OSM),4.12718532357591,93.74575360585919,2.18437239287037,camion_lourd,camion_lourd,0
1,89,Nyanza,Kabuga Ka Musha (OSM),6.246958906821586,130.93155623517416,3.4491157090915294,camion_lourd,camion_lourd,0
1,90,Nyanza,Runda (OSM),3.5832834884481515,78.22281912169724,2.0731171409463074,camion_lourd,camion_lourd,0
1,91,Nyanza,Ruhondo (OSM),7.8888150291845935,163.14445659252974,4.333972994608443,camion_lourd,camion_lourd,0
1,92,Nyanza,Mukamira (OSM),6.832013374269189,144.0711549729483,3.7770845306762513,camion_lourd,camion_lourd,0
1,93,Nyanza,Zone industrielle 13,9.359753632485347,163.73616419130653,5.300526854174018,camion_lourd,camion_lourd,0
1,94,Nyanza,Zone industrielle 15,2.427571390692831,40.17900511446102,1.8204208501135062,camion_lourd,camion_lourd,0
1,95,Nyanza,Ngarama (OSM),8.198615430626644,179.35326599886452,4.450219845099231,camion_lourd,camion_lourd,0
1,96,Nyanza,Rushashi (OSM),6.413149810339024,109.59966275185188,4.0211969463984465,camion_lourd,camion_lourd,0
1,97,Nyanza,Bugarama (OSM),9.465072742255963,162.13459452032293,5.362788798910597,camion_lourd,camion_lourd,0
1,98,Nyanza,Kigoma (OSM),5.8614090774228575,132.23643264235,3.1951558298283538,camion_lourd,camion_lourd,0
1,99,Nyanza,Mugina (OSM),5.47372357103855,127.75397270968436,2.8962037840269153,camion_lourd,camion_lourd,0
1,100,Nyanza,Gitwe (OSM),1.2110906249799909,18.342490250714334,0.6277432158254863,camion_lourd,camion_lourd,0
1,101,Nyanza,Carrier (OSM),5.025756145993686,117.14311069152247,2.6570136863914087,camion_lourd,camion_lourd,0
1,102,Nyanza,Bugesera SEZ (Agro-industrie),4.210662284059323,78.56833705302449,2.497128916803808,camion_lourd,camion_lourd,0
1,103,Nyanza,Rusine (OSM),4.557986267455396,106.54218633910162,2.4129766887887647,camion_lourd,camion_lourd,0
1,104,Nyanza,Ngororero (OSM),4.093384777075924,90.77268785973072,2.243620670835554,camion_lourd,camion_lourd,0
1,105,Nyanza,Idigiri (OSM),5.0990641836813575,118.9611147444681,2.6945765193592375,camion_lourd,camion_lourd,0
1,106,Nyanza,Zone industrielle 1,7.823264384996147,140.04351876406426,4.322833129219915,camion_lourd,camion_lourd,0
1,107,Nyanza,Rwafandi (OSM),5.292618371752303,123.11937388370725,2.803511807507373,camion_lourd,camion_lourd,0
1,108,Nyanza,Rusumo (OSM),5.521094970954291,128.9485600142133,2.920908326507993,camion_lourd,camion_lourd,0
1,109,Nyanza,Karengera (OSM),7.713987443190751,136.38739141413717,4.424003116635812,camion_lourd,camion_lourd,0
1,110,Nyanza,Kaduha (OSM),2.830655956601334,37.9236547574361,1.9225972158327407,camion_lourd,camion_lourd,0
1,111,Nyanza,Zone industrielle 2,7.638453664541742,137.40794545683204,4.213033306504768,camion_lourd,camion_lourd,0
1,112,Nyanza,Marenge (OSM),5.135856670097436,109.38671905092718,2.959832807656293,camion_lourd,camion_lourd,0
1,113,Nyanza,Kabuga (OSM),5.1567957781782505,113.00570574715579,2.744235956952643,camion_lourd,camion_lourd,0
1,114,Nyanza,Kayumbo Centre (OSM),2.978923914458283,59.35031079394883,1.798996585182943,camion_lourd,camion_lourd,0
1,115,Nyanza,Kinigi (OSM),7.911718296207761,139.73268220250588,4.346502521344372,camion_lourd,camion_lourd,0
1,116,Nyanza,Cyunuzi (OSM),7.918490869898033,142.2386980820339,4.696139740501602,camion_lourd,camion_lourd,0
1,117,Nyanza,Rubona (OSM),1.2768627398663848,24.93742288627564,0.7403046846969221,camion_lourd,camion_lourd,0
1,118,Nyanza,Frontière Kagitumba (Ouganda),12.236937763877602,241.32622996195903,6.947356619964573,camion_lourd,camion_lourd,0
1,119,Nyanza,Base (OSM),6.097426527904045,129.88366340403587,3.295816884901453,camion_lourd,camion_lourd,0
1,120,Nyanza,Frontière Rusumo (Tanzanie),9.530500827770778,180.2206359678979,5.564587421208346,camion_lourd,camion_lourd,0
2,1,Kabarondo (OSM),Nyanza,7.673411884323371,149.94364776008328,4.045635908568567,camion_lourd,camion_lourd,0
2,3,Kabarondo (OSM),Gikonko (OSM),8.698809946026582,171.13437913412005,4.596979132411289,camion_lourd,camion_lourd,0
2,4,Kabarondo (OSM),Muhororo (OSM),8.778454887825994,173.0240243759498,4.643139262909122,camion_lourd,camion_lourd,0
2,5,Kabarondo (OSM),Save (OSM),8.873107610881675,175.37936325059144,4.695058972626429,camion_lourd,camion_lourd,0
2,6,Kabarondo (OSM),Rwamagana (OSM),1.271290728394524,19.8806505442445,0.9667089789899631,camion_lourd,camion_lourd,0
